ID_system,ID_star,Component,Name,RA_J2016,DE_J2016,Koenigstuhl,Karmn,SpT,SpTnum,SpT_ref,Discoverer,WDS_name,WDS_disc,WDS_comp,Teff,e_Teff,logg,e_logg,Lbol,Lberr,Mass_Lbol,Mass_MG,Mass_A,Mass_B,Mass_C,ra_A,ra_B,ra_C,dec_A,dec_B,dec_C,pmra_A,pmra_B,pmra_C,pmdec_A,pmdec_B,pmdec_C,d_A,d_B,d_C,rho_AB,rho_AC,theta_AB,theta_AC,muratio_AB,muratio_AC,deltaPA_AB,deltaPA_AC,deltad_AB,deltad_AC,s_AB,s_AC,Ug_AB,Ug_AC,Porb_AB,Porb_AC,gaia_id,ra,ra_error,dec,dec_error,parallax,parallax_error,d_pc,ed_pc,parallax_ref,pm,pmra,pmra_error,pmdec,pmdec_error,pm_ref,ruwe,phot_g_mean_mag,phot_g_mean_mag_error,phot_bp_mean_mag,phot_bp_mean_mag_error,phot_rp_mean_mag,phot_rp_mean_mag_error,phot_bp_rp_excess_factor,radial_velocity,radial_velocity_error,radial_velocity_ref,2MASS_id,RAJ2000,DEJ2000,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag,Qfl,AllWISE,W1mag,W2mag,W3mag,W4mag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,qph
1,1,A,LEHPM 494,00:21:11.11,-42:45:40.4,1A,,m5.5 V,75.5,Cif20,,,,A,2900.0,50.0,4.0,0.25,0.0015467893,1.73985E-5,0.10907956639269323,0.1290506140420815,0.10907956639269302,0.0793403835991136,,5.29630127289041,5.27621904366463,,-42.7612135927363,-42.7454237689004,,255.18387868508998,257.819623374968,,-12.4751077597904,-0.0280475318798332,,26.7867645886157,26.3619313978518,,77.777025255074,,316.950911876182,,0.04979895952254748,,2.7925425868123517,,0.015859817237668612,,2083.394865910485,,-7.327742364330883E33,,287934.61973420583,,4992138830007506048,5.29630127289041,0.026518166,-42.7612135927363,0.026518876,37.331869501888214,0.037753087000000005,26.7867645886157,0.0270890010989505,GaiaE3,255.48862999999997,255.18387868508998,0.030885938999999998,-12.4751077597904,0.039247483,GaiaE3,1.074302,15.345377,0.00282,17.600143,0.007390000000000001,13.985332500000002,0.0039299999999999995,1.5639902,,,,00211072-4245401,5.294677,-42.761154,12.001,11.37,11.054,0.022000000000000002,0.028999999999999998,0.026000000000000002,AAA,J002110.98-424540.3,10.839,10.624,10.49,9.126,0.023,0.021,0.061,,AAAU
1,2,B,2MASS J00210589-4244433,00:21:06.29,-42:44:43.5,1B,,L0.6: V,80.5,Bar14,Cab07a,00212-4246,KO 1,B,2200.0,25.0,5.5,0.25,2.953575E-4,1.11367E-5,0.07934038359911355,0.08033104664569102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4992141475707360640,5.27621904366463,0.31393966,-42.7454237689004,0.27214790000000005,37.9334876837396,0.40384406,26.3619313978518,0.280652005792588,GaiaE3,257.8196,257.819623374968,0.37409696,-0.0280475318798332,0.39061463,GaiaE3,2.5399187000000003,18.434513,0.006229999999999999,20.92151,0.16423,16.681396,0.007670000000000001,2.1891189,,,,00210589-4244433,5.274565,-42.745369000000004,13.520999999999999,12.809000000000001,12.304,0.025,0.025,0.025,AAA,J002106.15-424443.4,11.912,11.607000000000001,11.18,9.251,0.023,0.022000000000000002,0.105,,AAAU
2,3,A,NLTT 6496,01:56:45.99,+30:33:28.6,4A,J01567+305,M4.5 V,74.5,AF15,,,,A,3100.0,50.0,4.0,0.25,0.009855343,1.3908629999999998E-4,0.28695968485775936,0.2556216496831736,0.28695968485775897,0.153367182435262,,29.1916167897688,29.1739235764302,,30.557951724509998,30.4762688207718,,210.624601377501,208.183199625082,,-13.522663819860101,-13.464106838915301,,31.3968821215259,37.5307465388161,,299.134321927116,,190.57451281001207,,0.011570757782436785,,0.026911244976240853,,0.1953653994542595,,9391.88504404824,,-8.266175850200616E33,,1699131.1869396656,,301114663860498304,29.1916167897688,0.06619794,30.557951724509998,0.06985395,31.8502963488338,0.07636366,31.3968821215259,0.0752765627399279,GaiaE3,211.05826000000002,210.624601377501,0.09227902,-13.522663819860101,0.09041731,GaiaE3,4.581682,13.515149,0.0029,15.325679000000001,0.00718,12.230163000000001,0.00434,1.5115484,,,,01564570+3033288,29.190447,30.558008,10.323,9.718,9.449,0.023,0.031,0.021,AAA,J015645.89+303328.6,9.283999999999999,9.09,8.892000000000001,8.417,0.023,0.018000000000000002,0.028999999999999998,0.321,AAAB
2,4,B,NLTT 6491,01:56:41.74,+30:28:34.6,4B,,m5 V,75.0,Cif20,Cab12a,01568+3033,KO 4,B,3100.0,50.0,3.5,0.25,0.0031715821999999997,4.5862E-5,0.1533671824352617,0.16422154038643555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301109819137394432,29.1739235764302,0.036222823,30.4762688207718,0.031012882999999998,26.6448203732306,0.044434164000000005,37.5307465388161,0.0625880498869353,GaiaE3,208.61813,208.183199625082,0.042127542000000004,-13.464106838915301,0.04412569,GaiaE3,1.1088665,15.159594,0.0028399999999999996,17.099304,0.00919,13.853821,0.0039700000000000004,1.522769,,,,01564147+3028349,29.172824,30.476364,11.917,11.305,11.029000000000002,0.023,0.032,0.021,AAA,J015641.65+302834.6,10.856,10.672,10.469000000000001,8.654,0.023,0.021,0.096,,AAAU
3,5,A,LP 655-23,04:30:52.04,-08:49:22.0,2A,J04308-088,M4.0 V,74.0,AF15,,,,A,3200.0,50.0,4.0,0.25,0.014215,1.870799E-4,0.3393757921528856,0.3105412786901418,0.339375792152886,0.0936046801394342,,67.71683113019529,67.7149087892385,,-8.822790356940581,-8.81762620525059,,3.28598248849115,-3.97107040799356,,-161.793726694393,-157.29161172811,,30.1526162069549,31.301067081313896,,19.8088256946507,,339.80405290448243,,0.0527731912927996,,2.6097137905,,0.03808793460827782,,597.2879186812694,,-9.382072318602444E34,,25057.824752706034,,3197623222256888192,67.71683113019529,0.047433737999999996,-8.822790356940581,0.029307757,33.1646180595548,0.061219495,30.1526162069549,0.0556595566336329,GaiaE3,161.82709,3.28598248849115,0.068851754,-161.793726694393,0.05263146,GaiaE3,3.3700633,12.87416,0.00279,14.569823999999999,0.0030600000000000002,11.616135,0.0038,1.4931047,1.733,3.4610000000000003,Ter15,04305203-0849193,67.71680699999999,-8.822035000000001,9.853,9.283999999999999,8.99,0.024,0.022000000000000002,0.019,AAA,J043052.03-084921.1,8.817,8.63,8.457,8.763,0.024,0.02,0.024,0.423,AAAC
3,6,B,DENIS J043051.5-084900,04:30:51.58,-08:49:03.5,2B,,M8 V,78.0,Cru03,Cab07b,04309-0849,KO 2,B,2300.0,25.0,5.5,0.25,7.103328E-4,1.94578E-5,0.09360468013943424,0.08887525713609268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3197623290976364544,67.7149087892385,0.17035061,-8.81762620525059,0.11387219999999999,31.94779262324189,0.24100442,31.301067081313896,0.23612571942842603,GaiaE3,157.34174,-3.97107040799356,0.23344617,-157.29161172811,0.19542356,GaiaE3,1.6874505000000002,17.426414,0.0040100000000000005,20.7583,0.08045,15.784092999999999,0.004529999999999999,1.9441767,,,,04305157-0849007,67.714912,-8.816875999999999,12.897,12.204,11.776,0.022000000000000002,0.022000000000000002,0.023,AAA,J043051.57-084902.6,11.479000000000001,11.208,10.745,9.099,0.024,0.021,0.105,,AAAU
4,7,A,2MASS J06101775+2234199,06:10:17.81,+22:34:17.2,,J06102+225,M4.0 V+,74.0,AF15,Jan14,06102+2234,JNN 269,Aab,3100.0,50.0,5.5,0.25,0.012152674,1.5162796E-4,,0.2890228402704782,0.3167175389321317,0.222,,92.57422150661742,92.5938197562825,,22.5714555341946,22.571694133628696,,42.256474425939004,39.0,,-153.05729783354099,-162.0,,28.6530364438468,22.8,,65.1550010464165,,89.24086937413759,,0.0599381003834406,,1.8980523766274344,,0.20427281608765524,,1866.8886194818485,,-6.643711461673092E34,,143334.17718738347,,3425067853982554240,92.57422150661742,0.025616301,22.5714555341946,0.022376936,34.9003150838748,0.027594067000000003,28.6530364438468,0.0226546323574672,GaiaE3,158.78333,42.256474425939004,0.03302649,-153.05729783354099,0.02474645,GaiaE3,1.4022096000000002,12.971657,0.0029,14.676995000000002,0.00813,11.709961999999999,0.00396,1.4962947,-10.39,9.806000000000001,Ter15,06101775+2234199,92.573996,22.572203,9.876,9.35,9.044,0.021,0.022000000000000002,0.018000000000000002,AAA,J061017.79+223418.0,8.892999999999999,8.697000000000001,8.636000000000001,8.896,0.023,0.019,0.035,0.502,AAAC
4,8,BaBb,LP 362-121,06:10:22.52,+22:34:18.1,,J06103+225,M6 V + m7 V,76.0,New14 + Law08,Law08,06104+2234,LAW 14,Bab,,,,,,,,0.1602070238501172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3425067884045167488,92.5938197562825,0.9534608,22.571694133628696,0.8472677,43.9,3.7,22.8,1.9,Dit14,166.628,39.0,,-162.0,,Lep05,,14.154929000000001,0.0040100000000000005,16.392889999999998,0.00978,12.777944999999999,0.0045899999999999995,1.5885711999999999,9.0,4.0,New14,06102245+2234207,92.593568,22.572439000000003,10.644,10.091000000000001,9.746,0.022000000000000002,0.023,0.018000000000000002,AAA,J061022.48+223418.8,9.536,9.289,9.162,8.519,0.024,0.02,0.047,0.361,AAAC
5,9,A,BD+37 1541,06:35:38.65,+37:51:13.6,,,f0: V,40.0,Pec13,,,,,6400.0,50.0,2.5,0.25,7.9031262,0.17462951,1.6069878274615002,1.6021068979905255,1.6069878274615,0.39088269442390294,,98.9110285634473,98.9105288372953,,37.8537860067387,37.85278367848971,,-11.831135785880301,-11.694899759820304,,-19.9985918073247,-20.3334530590906,,218.854547181837,217.289607052767,,3.87790727408358,,201.48770749475005,,0.015558242486028015,,0.7028908001143145,,0.007150594535144692,,848.6976404827137,,-1.305599929781154E36,,19504.346375736528,,943408945458861312,98.9110285634473,0.015294548,37.8537860067387,0.015279418000000001,4.56924479238324,0.019287938,218.854547181837,0.92384040008056,GaiaE3,23.236166,-11.831135785880301,0.017537944,-19.9985918073247,0.014684837,GaiaE3,0.90491086,9.140927,0.0027600000000000003,9.35997,0.00288,8.767308,0.0038200000000000005,1.1865511999999998,0.67551434,1.6405603,Gaia2,06353865+3751139,98.911075,37.853882,8.342,8.195,8.138,0.023,0.017,0.02,AAA,J063538.64+375113.6,8.113999999999999,8.119,8.117,7.754,0.024,0.019,0.023,0.198,AAAB
5,10,B,Karmn J06353865+3751139 B,06:35:38.53,+37:51:10.0,,,m2.5 V,72.5,Cif20,This work,,,,,,,,,,,0.3908826944239028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943408949754423680,98.9105288372953,0.08628723,37.85278367848971,0.08569042,4.6021529219166,0.110013634,217.289607052767,5.19426879286566,GaiaE3,23.456768,-11.694899759820304,0.1255984,-20.3334530590906,0.106803395,GaiaE3,1.0988848999999998,16.438692,0.01951,15.29279,0.15788,14.646219,0.13817000000000002,4.2774982,,,,,,,,,,,,,,,,,,,,,,,
6,11,A,LSPM J0651+1845,06:51:00.85,+18:45:16.1,,,m4.5 V,74.5,Cif20,Ric12,,,A,3100.0,50.0,5.5,0.25,0.0037941067,9.15736E-5,0.169951344543667,0.1865401266703719,0.16995134454366698,0.169200165301791,,102.753542258584,102.76960691399799,,18.7544696621854,18.7274212802134,,199.531809673531,199.077768405139,,-244.131120316548,-243.712774716128,,63.8510096956818,64.0327097388611,,111.718850506426,,150.64255025308466,,0.001958104639942501,,0.015806455780634818,,0.002845687860619468,,7133.361406876232,,-7.111074725578075E33,,1461461.0377808742,,3365369045518882688,102.753542258584,0.04009038,18.7544696621854,0.04025202,15.661459462678303,0.04985565,63.8510096956818,0.20325906401766003,GaiaE3,315.2982,199.531809673531,0.049786687,-244.131120316548,0.040291533,GaiaE3,1.0571628999999998,15.930254000000001,0.00285,17.626585000000002,0.014980000000000002,14.679839000000001,0.00443,1.4836447,,,,06510059+1845205,102.75249699999999,18.755705,12.981,12.484000000000002,12.21,0.021,0.025,0.02,AAA,J065100.77+184517.5,12.025,11.831,11.379000000000001,8.218,0.022000000000000002,0.025,0.233,,AABU
6,12,B,LSPM J0651+1843,06:51:04.71,+18:43:38.7,,,m4.5 V,74.5,Cif20,,06511+1844,FMR 83,B,3100.0,50.0,5.5,0.25,0.0037651698,9.48215E-5,0.16920016530179105,0.18595518991904303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3365345302939679872,102.76960691399799,0.043316602999999995,18.7274212802134,0.040727597000000004,15.6170183032736,0.051634487,64.0327097388611,0.21171109967214002,GaiaE3,314.68695,199.077768405139,0.05523838,-243.712774716128,0.042899393,GaiaE3,1.0675561000000002,15.945476000000001,0.00292,17.646873,0.01241,14.694457,0.00411,1.4836768,,,,06510445+1843431,102.768567,18.728664000000002,12.982999999999999,12.527000000000001,12.216,0.023,0.023,0.018000000000000002,AAA,J065104.62+184340.0,12.062999999999999,11.821,11.526,8.926,0.023,0.023,0.255,,AABU
7,13,AaAb,1RXS J073138.4+455718,07:31:38.47,+45:57:15.8,,,M3 + m4.5 V,73.0,Ria06 + Cif20,Jan06,07316+4557,JNN 58,Aab,,,,,,,,0.4740128307711098,0.7897697714,0.504083004384763,0.231309792368114,112.910312471908,112.75530366918301,112.787604757073,45.95438722304,46.00689173984839,45.948773429466,-13.6898929816031,-13.515535357425001,-12.166984483881901,-92.771784181413,-100.846071448192,-99.9986489517286,55.9286515526704,55.1246438884538,54.3820152547972,431.39084167531996,307.796378521852,296.04196487970273,266.27939800728825,0.08612153810146402,0.07875734806356922,0.7609101804023224,1.457122393849885,0.01437559536831381,0.027653738378023755,24127.108067072175,17214.636403522505,-1.7469921982374333E34,-1.1235446715565393E34,4217118.968530255,2541585.53551555,975313444299150848,112.910312471908,0.32021955,45.95438722304,0.2766602,17.879923299389,0.41572058,55.9286515526704,1.30037982114211,GaiaE3,93.77642,-13.6898929816031,0.3892251,-92.771784181413,0.2829419,GaiaE3,20.804560000000002,12.766478,0.00829,14.09625,0.004529999999999999,11.4310875,0.0040100000000000005,1.6531061999999999,,,,07313848+4557173,112.91036499999998,45.954826000000004,9.776,9.196,8.92,0.021,0.019,0.018000000000000002,AAA,J073138.47+455716.4,8.801,8.639,8.512,8.417,0.022000000000000002,0.02,0.024,0.324,AAAB
7,14,B,1RXS J073101.9+460030,07:31:01.27,+46:00:24.8,,J07310+460,M4.0 V,74.0,AF15,This work,,,,3200.0,50.0,4.5,0.25,0.04457693,7.072589999999999E-4,0.5040830043847626,0.4557287806383927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975317464388545280,112.75530366918301,0.038787358,46.00689173984839,0.033961132000000005,18.140706759458197,0.05178796,55.1246438884538,0.15736943938091402,GaiaE3,101.74773,-13.515535357425001,0.048725538,-100.846071448192,0.034128457,GaiaE3,2.230331,12.896348,0.00285,14.488795999999999,0.0040100000000000005,11.665923,0.00394,1.4746165,,,,07310129+4600266,112.755384,46.007401,9.948,9.39,9.121,0.023,0.021,0.018000000000000002,AAA,J073101.28+460025.4,8.978,8.783999999999999,8.657,8.477,0.026000000000000002,0.026000000000000002,0.03,0.35100000000000003,AAAB
7,15,C,[SLS2012] PYC J07311+4556,07:31:09.03,+45:56:55.6,,,m4.5 V,74.5,Cif20,This work,,,,3100.0,50.0,3.5,0.25,0.006509515,1.061321E-4,0.23130979236811366,0.21223317453809187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975312928903090560,112.787604757073,0.028615495,45.948773429466,0.02323867,18.3884321924202,0.034122117,54.3820152547972,0.100912871081248,GaiaE3,100.736115,-12.166984483881901,0.034162644,-99.9986489517286,0.024475123999999997,GaiaE3,1.1046822,15.219314,0.00298,17.22351,0.00834,13.898357,0.00411,1.5354958,38.869,6.419,Ter15,07310905+4556573,112.787724,45.949253000000006,11.898,11.384,11.064,0.022000000000000002,0.024,0.019,AAA,J073109.02+455656.1,10.904000000000002,10.663,10.46,8.805,0.023,0.021,0.08800000000000001,,AAAU
8,16,A,HD 61606 A,07:39:59.40,-03:35:55.5,,,K3 V,63.0,Joy49,,,,,,,,,,,,0.7657499075080594,0.7657499075080592,0.619358163377964,0.5474377441500039,114.997514625771,115.012382869987,114.02980309738301,-3.59874371283939,-3.6049494037109397,-3.11206440976547,70.07843584920761,66.0077039531492,74.12861818710941,-278.117341127088,-286.705763106217,-293.118459698539,14.0781053830769,14.086023664256999,14.2298332290812,57.903267910631286,3894.17603106146,112.69538952584655,296.7091777404349,0.0331379363904637,0.05417605802034344,1.1774887168128234,0.049667579178387426,5.624536089647703E-4,0.010777575666302993,815.1683076704022,54822.62054553538,-1.026326670669074E36,-2.439847535967487E34,26597.183885368657,1.0907018735647246E7,3057712223051571200,114.997514625771,0.018219733999999998,-3.59874371283939,0.014970303999999999,71.03228543821591,0.024272812999999997,14.0781053830769,0.0048107028691192,GaiaE3,286.81046000000003,70.07843584920761,0.023703596,-278.117341127088,0.019026032,GaiaE3,1.0645962,6.889849000000001,0.00277,7.383493400000001,0.00294,6.234268,0.00386,1.2301868,-18.351914999999998,0.17700024,Gaia2,07395932-0335506,114.997194,-3.597414,5.492999999999999,5.063,4.885,0.027000000000000003,0.038,0.017,EAA,J073959.38-033553.9,4.886,4.601,4.888,4.856,0.207,0.111,0.015,0.034,BBAA
8,17,B,HD 61606 B,07:40:02.97,-03:36:17.8,,,K7 V,67.0,Gra03,,07400-0336,BGH 3,AB,,,,,,,,0.6193581633779637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3057712188691831936,115.012382869987,0.019521985,-3.6049494037109397,0.016382318,70.9923555316383,0.025244514,14.086023664256999,0.00500891707189788,GaiaE3,294.20605,66.0077039531492,0.023951234,-286.705763106217,0.019921629,GaiaE3,1.0220673,8.334735,0.00277,9.149768,0.00292,7.452567599999999,0.0038299999999999996,1.2909288,-19.008257,0.19269739,Gaia2,07400289-0336130,115.012079,-3.603621,6.377000000000001,5.7,5.568,0.024,0.026000000000000002,0.017,AAA,J074002.93-033616.0,5.478,5.349,5.49,5.417999999999999,0.11800000000000001,0.04,0.015,0.039,BAAA
8,18,C,BD-02 2198,07:36:07.15,-03:06:43.4,,J07361-031,M1.0 V,71.0,AF15,This work,,,,3700.0,50.0,5.0,0.25,0.060877502,9.3688356E-4,0.5474377441500042,0.5442894372019449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3060788519149063680,114.02980309738301,0.111883111298084,-3.11206440976547,0.0904628559947014,70.2748924672091,0.131082534790039,14.2298332290812,0.026542660455551002,Gaia2,302.34661865234403,74.12861818710941,0.144310265779495,-293.118459698539,0.0952024161815643,Gaia2,6.53109407424927,9.14237689971924,0.00285,10.139063835144,0.0035399999999999997,8.10684394836426,0.0038799999999999998,1.38210642337799,-17.191717147827195,0.37046417593956,Gaia2,07360708-0306385,114.029522,-3.110702,6.791,6.155,5.934,0.034,0.036000000000000004,0.018000000000000002,AAA,J073607.13-030641.3,5.965,5.7,5.746,5.597,0.109,0.048,0.016,0.045,AAAA
9,19,A,1RXS J074948.5-031712,07:49:50.75,-03:17:20.3,,J07498-032,M3.5 V,73.5,AF15,,,,,,,,,,,,0.31946381605930085,0.319463816059301,0.28143087373540804,0.30735047471563204,117.461460156959,117.460925373986,117.424880301464,-3.28895891187747,-3.2889935476426806,-3.3430177047924103,-174.256926461866,-139.058476451835,-161.90404158831498,-65.3294313668455,-37.450996735995396,-55.709599516572396,17.0407719723885,17.0480695465577,17.292878176475,1.92608783681941,234.855841233115,266.2882438423102,214.0393498876128,0.24127509437244338,0.08413078977140954,5.478002900506999,1.5633288990867504,4.282419940259377E-4,0.014794294794566289,32.8220236260306,4002.1248368369897,-4.832058046629558E36,-8.140399247109969E34,332.6943269604068,326621.6483656155,3080863574244739712,117.461460156959,0.03450644,-3.28895891187747,0.025926776000000002,58.68278747114979,0.046650715,17.0407719723885,0.0135468036015622,GaiaE3,186.10054,-174.256926461866,0.04421088,-65.3294313668455,0.032776065,GaiaE3,1.5745889,11.5510235,0.00285,13.150953,0.00895,10.249771,0.013069999999999998,1.5615941,,,,07495087-0317194,117.46198600000001,-3.288738,8.039,7.462000000000001,7.193,0.03,0.038,0.031,AAA,J074950.75-031720.0,6.875,6.795,6.702999999999999,6.523,0.045,0.019,0.015,0.067,AAAA
9,20,B,2MASS J07495087-0317194,07:49:50.62,-03:17:20.4,,,m3.5 V,73.5,Cif20,This work,,,,,,,,,,,0.28143087373540787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3080863574242572032,117.460925373986,0.034120616,-3.2889935476426806,0.02825469,58.6576677945284,0.044641487,17.0480695465577,0.0129744533605331,GaiaE3,144.01332,-139.058476451835,0.04618918,-37.450996735995396,0.040038433,GaiaE3,1.7436924999999999,11.919966,0.00283,13.461082999999999,0.0055,10.590733,0.02409,1.6072701999999999,,,,,,,,,,,,,,,,,,,,,,,
9,21,C,2MASS J07494215-0320338,07:49:41.97,-03:20:34.9,,J07497-033,M3.5 V,73.5,AF15,This work,,,,3200.0,50.0,4.5,0.25,0.01138334,1.6927060000000005E-4,0.30735047471563204,0.2964057718279518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3080857458209146368,117.424880301464,0.11263626,-3.3430177047924103,0.08806408,57.8272737363286,0.152055,17.292878176475,0.0454710800151729,GaiaE3,171.22055,-161.90404158831498,0.14210021,-55.709599516572396,0.10869604,GaiaE3,5.936157,11.802665,0.0028,13.402948,0.0032700000000000003,10.575302,0.00386,1.469731,-24.154,5.079,Ter15,07494215-0320338,117.42565800000001,-3.3427260000000003,8.891,8.342,8.025,0.027000000000000003,0.031,0.033,AAA,J074942.03-032034.5,7.827000000000001,7.6770000000000005,7.535,7.48,0.025,0.02,0.019,0.122,AAAB
10,22,A,LP 209-28,08:37:04.54,+39:07:56.9,6A,,m3: V,73.0,Cif20,,,,A,3700.0,50.0,5.0,0.25,0.014478916000000001,2.142582E-4,0.34204921418176903,0.37347256078047675,0.342049214181769,0.261212354080329,,129.268907774189,129.155327356902,,39.13247730586421,38.9696421607419,,-119.16860218096701,-116.408605544641,,-186.43463358038602,-179.56384404693,,104.752361779381,149.529311881697,,666.684229552223,,208.4793919695037,,0.03346372118792885,,0.36812637294736705,,0.42745527968735203,,69836.74760666235,,-2.2568484000785546E33,,3.1556578719739232E7,,911437797318670080,129.268907774189,0.021149691,39.13247730586421,0.015120966999999999,9.546324140224199,0.027239304,104.752361779381,0.29889844355940004,GaiaE3,221.26688,-119.16860218096701,0.02670659,-186.43463358038602,0.023072923,GaiaE3,1.0423843000000002,15.006717000000002,0.00278,15.998729,0.004229999999999999,14.018925,0.00392,1.3363577,,,,08370470+3908001,129.269608,39.133385,12.815999999999999,12.227,12.054,0.022000000000000002,0.022000000000000002,0.02,AAA,J083704.58+390757.9,11.923,11.754000000000001,11.495,8.798,0.024,0.023,0.17600000000000002,,AABU
10,23,B,LP 209-27,08:36:37.28,+38:58:10.7,6B,,m4 V,74.0,Cif20,Cab12c,08371+3908,KO 6,B,3200.0,50.0,5.5,0.25,0.008174911,3.210995E-4,0.2612123540803286,0.2643858760240434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911435078603824768,129.155327356902,0.05049718,38.9696421607419,0.034055356,6.687651988870032,0.06961951,149.529311881697,1.5566236761670802,GaiaE3,213.99565,-116.408605544641,0.064807154,-179.56384404693,0.052407082,GaiaE3,0.96392035,16.810738,0.0029100000000000003,18.349186,0.0124,15.610853,0.00471,1.4468873,,,,08363744+3858139,129.156034,38.970546999999996,14.009,13.478,13.245999999999999,0.026000000000000002,0.028999999999999998,0.031,AAA,J083637.32+385811.7,13.103,12.880999999999998,11.904000000000002,9.163,0.025,0.027000000000000003,,,AAUU
11,24,A,HD 77825,09:04:20.57,-15:54:51.8,,,K2 V,62.0,Hou88,,,,,4800.0,50.0,5.5,0.25,0.26012692,0.0028294118,0.7562661675302852,0.7496722061475714,0.756266167530285,0.42167823411177097,,136.085727087102,136.022661904722,,-15.9143868904249,-15.9219551113624,,-107.741992953437,-109.02683115446301,,-30.6857221062809,-32.5116909747031,,27.388195487343697,27.301429068638893,,220.02231250281397,,262.8780967090876,,0.01993013921928717,,0.7071796054347667,,0.003168022469567241,,6026.014106404495,,-9.335332587566104E34,,537918.0064390386,,5730445323098531456,136.085727087102,0.016243283,-15.9143868904249,0.014657358999999998,36.5120805590171,0.022065235,27.388195487343697,0.0165514251831626,GaiaE3,112.02656599999999,-107.741992953437,0.020702956,-30.6857221062809,0.016204786000000002,GaiaE3,1.0020374,8.463984,0.00279,8.978302000000001,0.00329,7.7906265,0.00406,1.2342145,4.388382,0.24251994,Gaia2,09042069-1554512,136.086247,-15.914234,7.005,6.542000000000001,6.388,0.024,0.049,0.023,AAA,J090420.61-155451.5,6.335,6.316,6.386,6.2170000000000005,0.085,0.024,0.015,0.057999999999999996,AAAA
11,25,B,1RXS J090406.8-155512,09:04:05.44,-15:55:19.0,,J09040-159,M2.5 V,72.5,AF15,This work,,,,3400.0,50.0,5.0,0.25,0.02500636,3.065366E-4,0.4216782341117712,0.41167437395845763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5730445043924684288,136.022661904722,0.01520907,-15.9219551113624,0.014351935,36.628119263863,0.021498904,27.301429068638893,0.0160245957042233,GaiaE3,113.77108999999999,-109.02683115446301,0.018430778999999998,-32.5116909747031,0.017106668999999998,GaiaE3,1.1135110000000001,11.753753999999999,0.00285,13.03037,0.004379999999999999,10.634352999999999,0.004079999999999999,1.4040247,4.4441166,0.32949206,Gaia2,09040555-1555184,136.023135,-15.921781,9.156,8.529,8.283999999999999,0.026000000000000002,0.042,0.036000000000000004,AAA,J090405.47-155518.8,8.156,8.049,7.96,7.805,0.022000000000000002,0.019,0.02,0.145,AAAB
12,26,A,2MASS J13181352+7322073,13:18:13.82,+73:22:05.6,,J13182+733,m3 V,73.0,Cif20,,,,,3300.0,50.0,4.0,0.25,0.014315213,1.250413E-4,0.34039645642033634,0.32080456587521766,0.340396456420336,0.0922899657267063,,199.557568082948,199.55462073159302,,73.36822856000059,73.3700990487235,,72.055380029972,70.0548507135431,,-107.54898993301201,-100.68743512108,,25.2947567732049,25.4608566178748,,7.3868408284621285,,335.727218544864,,0.055209960734638734,,1.0076803790358488,,0.006566572122403371,,186.8483420783289,,-2.965885281626022E35,,4377.73592263447,,1688578280891900416,199.557568082948,0.019707113999999998,73.36822856000059,0.019259717,39.5338847875112,0.020840067,25.2947567732049,0.0133339900375492,GaiaE3,129.45564,72.055380029972,0.02731405,-107.54898993301201,0.027172616,GaiaE3,1.4222066,12.396219,0.00281,13.92035,0.00324,11.192524,0.0038200000000000005,1.4536898999999999,,,,13181352+7322073,199.55633600000002,73.368713,9.541,8.926,8.74,0.022000000000000002,0.024,0.021,AAA,J131813.70+732206.3,8.542,8.367,8.242,8.024,0.022000000000000002,0.02,0.02,0.152,AAAB
